linea,agno,fmax
EXP_II-III__IV_03             ,2037        ,        0.00
EXP_II-III__IV_03             ,2038        ,        0.00
EXP_II-III__IV_03             ,2039        ,        0.00
EXP_II-III__IV_03             ,2040        ,        0.00
EXP_II-III__IV_03             ,2041        ,        0.00
EXP_II-III__IV_03             ,2042        ,        0.00
EXP_II-III__IV_03             ,2043        ,        0.00
EXP_II-III__IV_03             ,2044        ,        0.00
EXP_II-III__IV_03             ,2045        ,        0.00
EXP_II-III__IV_03             ,2046        ,        0.00
EXP_II-III__IV_03             ,2047        ,        0.00
EXP_II-III__IV_03             ,2048        ,        0.00
EXP_II-III__IV_03             ,2049        ,      833.00
EXP_II-III__IV_03             ,2050        ,      833.00
EXP_IV__V_03                  ,2017        ,        0.00
EXP_IV__V_03                  ,2018        ,        0.00
EXP_IV__V_03                  ,2019        ,        0.00
EXP_IV__V_03                  ,2020        ,        0.00
EXP_IV__V_03                  ,2021        ,        0.00
EXP_IV__V_03                  ,2022        ,        0.00
EXP_IV__V_03                  ,2023        ,        0.00
EXP_IV__V_03                  ,2024        ,        0.00
EXP_IV__V_03                  ,2025        ,        0.00
EXP_IV__V_03                  ,2026        ,        0.00
EXP_IV__V_03                  ,2027        ,        0.00
EXP_IV__V_03                  ,2028        ,        0.00
EXP_IV__V_03                  ,2029        ,        0.00
EXP_IV__V_03                  ,2030        ,        0.00
EXP_IV__V_03                  ,2031        ,        0.00
EXP_IV__V_03                  ,2032        ,        0.00
EXP_IV__V_03                  ,2033        ,        0.00
EXP_IV__V_03                  ,2034        ,        0.00
EXP_IV__V_03                  ,2035        ,        0.00
EXP_IV__V_03                  ,2036        ,        0.00
EXP_IV__V_03                  ,2037        ,        0.00
EXP_IV__V_03                  ,2038        ,        0.00
EXP_IV__V_03                  ,2039        ,        0.00
EXP_IV__V_03                  ,2040        ,        0.00
EXP_IV__V_03                  ,2041        ,        0.00
EXP_IV__V_03                  ,2042        ,        0.00
EXP_IV__V_03                  ,2043        ,        0.00
EXP_IV__V_03                  ,2044        ,        0.00
EXP_IV__V_03                  ,2045        ,        0.00
EXP_IV__V_03                  ,2046        ,        0.00
EXP_IV__V_03                  ,2047        ,      100.00
EXP_IV__V_03                  ,2048        ,      100.00
EXP_IV__V_03                  ,2049        ,      100.00
EXP_IV__V_03                  ,2050        ,      100.00
EXP_V__XIII_03                ,2017        ,        0.00
EXP_V__XIII_03                ,2018        ,        0.00
EXP_V__XIII_03                ,2019        ,        0.00
EXP_V__XIII_03                ,2020        ,        0.00
EXP_V__XIII_03                ,2021        ,        0.00
EXP_V__XIII_03                ,2022        ,        0.00
EXP_V__XIII_03                ,2023        ,        0.00
EXP_V__XIII_03                ,2024        ,        0.00
EXP_V__XIII_03                ,2025        ,        0.00
EXP_V__XIII_03                ,2026        ,        0.00
EXP_V__XIII_03                ,2027        ,        0.00
EXP_V__XIII_03                ,2028        ,        0.00
EXP_V__XIII_03                ,2029        ,        0.00
EXP_V__XIII_03                ,2030        ,        0.00
EXP_V__XIII_03                ,2031        ,        0.00
EXP_V__XIII_03                ,2032        ,        0.00
EXP_V__XIII_03                ,2033        ,        0.00
EXP_V__XIII_03                ,2034        ,        0.00
EXP_V__XIII_03                ,2035        ,        0.00
EXP_V__XIII_03                ,2036        ,        0.00
EXP_V__XIII_03                ,2037        ,        0.00
EXP_V__XIII_03                ,2038        ,        0.00
EXP_V__XIII_03                ,2039        ,        0.00
EXP_V__XIII_03                ,2040        ,        0.00
EXP_V__XIII_03                ,2041        ,        0.00
EXP_V__XIII_03                ,2042        ,        0.00
EXP_V__XIII_03                ,2043        ,        0.00
EXP_V__XIII_03                ,2044        ,        0.00
EXP_V__XIII_03                ,2045        ,        0.00
EXP_V__XIII_03                ,2046        ,        0.00
EXP_V__XIII_03                ,2047        ,        0.00
EXP_V__XIII_03                ,2048        ,        0.00
EXP_V__XIII_03                ,2049        ,        0.00
EXP_V__XIII_03                ,2050        ,        0.00
EXP_V__VI_03                  ,2017        ,        0.00
EXP_V__VI_03                  ,2018        ,        0.00
EXP_V__VI_03                  ,2019        ,        0.00
EXP_V__VI_03                  ,2020        ,        0.00
EXP_V__VI_03                  ,2021        ,        0.00
EXP_V__VI_03                  ,2022        ,        0.00
EXP_V__VI_03                  ,2023        ,        0.00
EXP_V__VI_03                  ,2024        ,        0.00
EXP_V__VI_03                  ,2025        ,        0.00
EXP_V__VI_03                  ,2026        ,        0.00
EXP_V__VI_03                  ,2027        ,        0.00
EXP_V__VI_03                  ,2028        ,        0.00
EXP_V__VI_03                  ,2029        ,        0.00
EXP_V__VI_03                  ,2030        ,        0.00
EXP_V__VI_03                  ,2031        ,        0.00
EXP_V__VI_03                  ,2032        ,        0.00
EXP_V__VI_03                  ,2033        ,        0.00
EXP_V__VI_03                  ,2034        ,        0.00
EXP_V__VI_03                  ,2035        ,        0.00
EXP_V__VI_03                  ,2036        ,        0.00
EXP_V__VI_03                  ,2037        ,        0.00
EXP_V__VI_03                  ,2038        ,        0.00
EXP_V__VI_03                  ,2039        ,        0.00
EXP_V__VI_03                  ,2040        ,        0.00
EXP_V__VI_03                  ,2041        ,        0.00
EXP_V__VI_03                  ,2042        ,        0.00
EXP_V__VI_03                  ,2043        ,        0.00
EXP_V__VI_03                  ,2044        ,        0.00
EXP_V__VI_03                  ,2045        ,        0.00
EXP_V__VI_03                  ,2046        ,        0.00
EXP_V__VI_03                  ,2047        ,        0.00
EXP_V__VI_03                  ,2048        ,        0.00
EXP_V__VI_03                  ,2049        ,        0.00
EXP_V__VI_03                  ,2050        ,        0.00
EXP_VIII__XIII_03             ,2017        ,        0.00
EXP_VIII__XIII_03             ,2018        ,        0.00
EXP_VIII__XIII_03             ,2019        ,        0.00
EXP_VIII__XIII_03             ,2020        ,        0.00
EXP_VIII__XIII_03             ,2021        ,        0.00
EXP_VIII__XIII_03             ,2022        ,        0.00
EXP_VIII__XIII_03             ,2023        ,        0.00
EXP_VIII__XIII_03             ,2024        ,        0.00
EXP_VIII__XIII_03             ,2025        ,        0.00
EXP_VIII__XIII_03             ,2026        ,        0.00
EXP_VIII__XIII_03             ,2027        ,        0.00
EXP_VIII__XIII_03             ,2028        ,        0.00
EXP_VIII__XIII_03             ,2029        ,        0.00
EXP_VIII__XIII_03             ,2030        ,        0.00
EXP_VIII__XIII_03             ,2031        ,        0.00
EXP_VIII__XIII_03             ,2032        ,        0.00
EXP_VIII__XIII_03             ,2033        ,        0.00
EXP_VIII__XIII_03             ,2034        ,        0.00
EXP_VIII__XIII_03             ,2035        ,        0.00
EXP_VIII__XIII_03             ,2036        ,        0.00
EXP_VIII__XIII_03             ,2037        ,        0.00
EXP_VIII__XIII_03             ,2038        ,        0.00
EXP_VIII__XIII_03             ,2039        ,        0.00
EXP_VIII__XIII_03             ,2040        ,        0.00
EXP_VIII__XIII_03             ,2041        ,        0.00
EXP_VIII__XIII_03             ,2042        ,        0.00
EXP_VIII__XIII_03             ,2043        ,        0.00
EXP_VIII__XIII_03             ,2044        ,        0.00
EXP_VIII__XIII_03             ,2045        ,        0.00
EXP_VIII__XIII_03             ,2046        ,        0.00
EXP_VIII__XIII_03             ,2047        ,        0.00
EXP_VIII__XIII_03             ,2048        ,        0.00
EXP_VIII__XIII_03             ,2049        ,        0.00
EXP_VIII__XIII_03             ,2050        ,        0.00
EXP_VI__XIII_03               ,2017        ,        0.00
EXP_VI__XIII_03               ,2018        ,        0.00
EXP_VI__XIII_03               ,2019        ,        0.00
EXP_VI__XIII_03               ,2020        ,        0.00
EXP_VI__XIII_03               ,2021        ,        0.00
EXP_VI__XIII_03               ,2022        ,        0.00
EXP_VI__XIII_03               ,2023        ,        0.00
EXP_VI__XIII_03               ,2024        ,        0.00
EXP_VI__XIII_03               ,2025        ,        0.00
EXP_VI__XIII_03               ,2026        ,        0.00
EXP_VI__XIII_03               ,2027        ,        0.00
EXP_VI__XIII_03               ,2028        ,        0.00
EXP_VI__XIII_03               ,2029        ,        0.00
EXP_VI__XIII_03               ,2030        ,        0.00
EXP_VI__XIII_03               ,2031        ,        0.00
EXP_VI__XIII_03               ,2032        ,        0.00
EXP_VI__XIII_03               ,2033        ,        0.00
EXP_VI__XIII_03               ,2034        ,        0.00
EXP_VI__XIII_03               ,2035        ,        0.00
EXP_VI__XIII_03               ,2036        ,        0.00
EXP_VI__XIII_03               ,2037        ,        0.00
EXP_VI__XIII_03               ,2038        ,        0.00
EXP_VI__XIII_03               ,2039        ,        0.00
EXP_VI__XIII_03               ,2040        ,        0.00
EXP_VI__XIII_03               ,2041        ,        0.00
EXP_VI__XIII_03               ,2042        ,        0.00
EXP_VI__XIII_03               ,2043        ,        0.00
EXP_VI__XIII_03               ,2044        ,        0.00
EXP_VI__XIII_03               ,2045        ,        0.00
EXP_VI__XIII_03               ,2046        ,        0.00
EXP_VI__XIII_03               ,2047        ,        0.00
EXP_VI__XIII_03               ,2048        ,        0.00
EXP_VI__XIII_03               ,2049        ,        0.00
EXP_VI__XIII_03               ,2050        ,        0.00
EXP_VII__XIII_03              ,2017        ,        0.00
EXP_VII__XIII_03              ,2018        ,        0.00
EXP_VII__XIII_03              ,2019        ,        0.00
EXP_VII__XIII_03              ,2020        ,        0.00
EXP_VII__XIII_03              ,2021        ,        0.00
EXP_VII__XIII_03              ,2022        ,        0.00
EXP_VII__XIII_03              ,2023        ,        0.00
EXP_VII__XIII_03              ,2024        ,        0.00
EXP_VII__XIII_03              ,2025        ,        0.00
EXP_VII__XIII_03              ,2026        ,        0.00
EXP_VII__XIII_03              ,2027        ,        0.00
EXP_VII__XIII_03              ,2028        ,        0.00
EXP_VII__XIII_03              ,2029        ,        0.00
EXP_VII__XIII_03              ,2030        ,        0.00
EXP_VII__XIII_03              ,2031        ,        0.00
EXP_VII__XIII_03              ,2032        ,        0.00
EXP_VII__XIII_03              ,2033        ,        0.00
EXP_VII__XIII_03              ,2034        ,        0.00
EXP_VII__XIII_03              ,2035        ,        0.00
EXP_VII__XIII_03              ,2036        ,        0.00
EXP_VII__XIII_03              ,2037        ,        0.00
EXP_VII__XIII_03              ,2038        ,        0.00
EXP_VII__XIII_03              ,2039        ,        0.00
EXP_VII__XIII_03              ,2040        ,        0.00
EXP_VII__XIII_03              ,2041        ,        0.00
EXP_VII__XIII_03              ,2042        ,        0.00
EXP_VII__XIII_03              ,2043        ,        0.00
EXP_VII__XIII_03              ,2044        ,        0.00
EXP_VII__XIII_03              ,2045        ,        0.00
EXP_VII__XIII_03              ,2046        ,        0.00
EXP_VII__XIII_03              ,2047        ,        0.00
EXP_VII__XIII_03              ,2048        ,        0.00
EXP_VII__XIII_03              ,2049        ,        0.00
EXP_VII__XIII_03              ,2050        ,        0.00
EXP_VI__VII_03                ,2017        ,        0.00
EXP_VI__VII_03                ,2018        ,        0.00
EXP_VI__VII_03                ,2019        ,        0.00
EXP_VI__VII_03                ,2020        ,        0.00
EXP_VI__VII_03                ,2021        ,        0.00
EXP_VI__VII_03                ,2022        ,        0.00
EXP_VI__VII_03                ,2023        ,        0.00
EXP_VI__VII_03                ,2024        ,        0.00
EXP_VI__VII_03                ,2025        ,        0.00
EXP_VI__VII_03                ,2026        ,        0.00
EXP_VI__VII_03                ,2027        ,        0.00
EXP_VI__VII_03                ,2028        ,        0.00
EXP_VI__VII_03                ,2029        ,        0.00
EXP_VI__VII_03                ,2030        ,        0.00
EXP_VI__VII_03                ,2031        ,        0.00
EXP_VI__VII_03                ,2032        ,        0.00
EXP_VI__VII_03                ,2033        ,        0.00
EXP_VI__VII_03                ,2034        ,        0.00
EXP_VI__VII_03                ,2035        ,        0.00
EXP_VI__VII_03                ,2036        ,        0.00
EXP_VI__VII_03                ,2037        ,        0.00
EXP_VI__VII_03                ,2038        ,        0.00
EXP_VI__VII_03                ,2039        ,        0.00
EXP_VI__VII_03                ,2040        ,        0.00
EXP_VI__VII_03                ,2041        ,        0.00
EXP_VI__VII_03                ,2042        ,        0.00
EXP_VI__VII_03                ,2043        ,        0.00
EXP_VI__VII_03                ,2044        ,        0.00
EXP_VI__VII_03                ,2045        ,        0.00
EXP_VI__VII_03                ,2046        ,        0.00
EXP_VI__VII_03                ,2047        ,        0.00
EXP_VI__VII_03                ,2048        ,        0.00
EXP_VI__VII_03                ,2049        ,        0.00
EXP_VI__VII_03                ,2050        ,        0.00
EXP_IV__VI_03                 ,2017        ,        0.00
EXP_IV__VI_03                 ,2018        ,        0.00
EXP_IV__VI_03                 ,2019        ,        0.00
EXP_IV__VI_03                 ,2020        ,        0.00
EXP_IV__VI_03                 ,2021        ,        0.00
EXP_IV__VI_03                 ,2022        ,        0.00
EXP_IV__VI_03                 ,2023        ,        0.00
EXP_IV__VI_03                 ,2024        ,        0.00
EXP_IV__VI_03                 ,2025        ,        0.00
EXP_IV__VI_03                 ,2026        ,        0.00
EXP_IV__VI_03                 ,2027        ,        0.00
EXP_IV__VI_03                 ,2028        ,        0.00
EXP_IV__VI_03                 ,2029        ,        0.00
EXP_IV__VI_03                 ,2030        ,        0.00
EXP_IV__VI_03                 ,2031        ,        0.00
EXP_IV__VI_03                 ,2032        ,        0.00
EXP_IV__VI_03                 ,2033        ,        0.00
EXP_IV__VI_03                 ,2034        ,        0.00
EXP_IV__VI_03                 ,2035        ,        0.00
EXP_IV__VI_03                 ,2036        ,        0.00
EXP_IV__VI_03                 ,2037        ,        0.00
EXP_IV__VI_03                 ,2038        ,        0.00
EXP_IV__VI_03                 ,2039        ,        0.00
EXP_IV__VI_03                 ,2040        ,        0.00
EXP_IV__VI_03                 ,2041        ,        0.00
EXP_IV__VI_03                 ,2042        ,        0.00
EXP_IV__VI_03                 ,2043        ,        0.00
EXP_IV__VI_03                 ,2044        ,        0.00
EXP_IV__VI_03                 ,2045        ,        0.00
EXP_IV__VI_03                 ,2046        ,        0.00
EXP_IV__VI_03                 ,2047        ,        0.00
EXP_IV__VI_03                 ,2048        ,        0.00
EXP_IV__VI_03                 ,2049        ,        0.00
EXP_IV__VI_03                 ,2050        ,        0.00
EXP_VII__VIII_03              ,2017        ,        0.00
EXP_VII__VIII_03              ,2018        ,        0.00
EXP_VII__VIII_03              ,2019        ,        0.00
EXP_VII__VIII_03              ,2020        ,        0.00
EXP_VII__VIII_03              ,2021        ,        0.00
EXP_VII__VIII_03              ,2022        ,        0.00
EXP_VII__VIII_03              ,2023        ,        0.00
EXP_VII__VIII_03              ,2024        ,        0.00
EXP_VII__VIII_03              ,2025        ,        0.00
EXP_VII__VIII_03              ,2026        ,        0.00
EXP_VII__VIII_03              ,2027        ,        0.00
EXP_VII__VIII_03              ,2028        ,        0.00
EXP_VII__VIII_03              ,2029        ,        0.00
EXP_VII__VIII_03              ,2030        ,        0.00
EXP_VII__VIII_03              ,2031        ,        0.00
EXP_VII__VIII_03              ,2032        ,        0.00
EXP_VII__VIII_03              ,2033        ,        0.00
EXP_VII__VIII_03              ,2034        ,        0.00
EXP_VII__VIII_03              ,2035        ,        0.00
EXP_VII__VIII_03              ,2036        ,        0.00
EXP_VII__VIII_03              ,2037        ,       33.00
EXP_VII__VIII_03              ,2038        ,       33.00
EXP_VII__VIII_03              ,2039        ,       33.00
EXP_VII__VIII_03              ,2040        ,       33.00
EXP_VII__VIII_03              ,2041        ,       33.00
EXP_VII__VIII_03              ,2042        ,       33.00
EXP_VII__VIII_03              ,2043        ,       33.00
EXP_VII__VIII_03              ,2044        ,       33.00
EXP_VII__VIII_03              ,2045        ,       33.00
EXP_VII__VIII_03              ,2046        ,       33.00
EXP_VII__VIII_03              ,2047        ,       33.00
EXP_VII__VIII_03              ,2048        ,       33.00
EXP_VII__VIII_03              ,2049        ,       33.00
EXP_VII__VIII_03              ,2050        ,       33.00
EXP_VI__VIII_03               ,2017        ,        0.00
EXP_VI__VIII_03               ,2018        ,        0.00
EXP_VI__VIII_03               ,2019        ,        0.00
EXP_VI__VIII_03               ,2020        ,        0.00
EXP_VI__VIII_03               ,2021        ,        0.00
EXP_VI__VIII_03               ,2022        ,        0.00
EXP_VI__VIII_03               ,2023        ,        0.00
EXP_VI__VIII_03               ,2024        ,        0.00
EXP_VI__VIII_03               ,2025        ,        0.00
EXP_VI__VIII_03               ,2026        ,        0.00
EXP_VI__VIII_03               ,2027        ,        0.00
EXP_VI__VIII_03               ,2028        ,        0.00
EXP_VI__VIII_03               ,2029        ,        0.00
EXP_VI__VIII_03               ,2030        ,        0.00
EXP_VI__VIII_03               ,2031        ,        0.00
EXP_VI__VIII_03               ,2032        ,        0.00
EXP_VI__VIII_03               ,2033        ,        0.00
EXP_VI__VIII_03               ,2034        ,        0.00
EXP_VI__VIII_03               ,2035        ,        0.00
EXP_VI__VIII_03               ,2036        ,        0.00
EXP_VI__VIII_03               ,2037        ,        0.00
EXP_VI__VIII_03               ,2038        ,        0.00
EXP_VI__VIII_03               ,2039        ,      100.00
EXP_VI__VIII_03               ,2040        ,      100.00
EXP_VI__VIII_03               ,2041        ,      100.00
EXP_VI__VIII_03               ,2042        ,      100.00
EXP_VI__VIII_03               ,2043        ,      100.00
EXP_VI__VIII_03               ,2044        ,      100.00
EXP_VI__VIII_03               ,2045        ,      100.00
EXP_VI__VIII_03               ,2046        ,      100.00
EXP_VI__VIII_03               ,2047        ,      100.00
EXP_VI__VIII_03               ,2048        ,      100.00
EXP_VI__VIII_03               ,2049        ,      100.00
EXP_VI__VIII_03               ,2050        ,      100.00
EXP_IX__VIII_03               ,2017        ,        0.00
EXP_IX__VIII_03               ,2018        ,        0.00
EXP_IX__VIII_03               ,2019        ,        0.00
EXP_IX__VIII_03               ,2020        ,        0.00
EXP_IX__VIII_03               ,2021        ,        0.00
EXP_IX__VIII_03               ,2022        ,        0.00
EXP_IX__VIII_03               ,2023        ,        0.00
EXP_IX__VIII_03               ,2024        ,        0.00
EXP_IX__VIII_03               ,2025        ,        0.00
EXP_IX__VIII_03               ,2026        ,        0.00
EXP_IX__VIII_03               ,2027        ,        0.00
EXP_IX__VIII_03               ,2028        ,        0.00
EXP_IX__VIII_03               ,2029        ,        0.00
EXP_IX__VIII_03               ,2030        ,        0.00
EXP_IX__VIII_03               ,2031        ,        0.00
EXP_IX__VIII_03               ,2032        ,        0.00
EXP_IX__VIII_03               ,2033        ,        0.00
EXP_IX__VIII_03               ,2034        ,        0.00
EXP_IX__VIII_03               ,2035        ,        0.00
EXP_IX__VIII_03               ,2036        ,        0.00
EXP_IX__VIII_03               ,2037        ,        0.00
EXP_IX__VIII_03               ,2038        ,        0.00
EXP_IX__VIII_03               ,2039        ,        0.00
EXP_IX__VIII_03               ,2040        ,        0.00
EXP_IX__VIII_03               ,2041        ,      100.00
EXP_IX__VIII_03               ,2042        ,      100.00
EXP_IX__VIII_03               ,2043        ,      100.00
EXP_IX__VIII_03               ,2044        ,      100.00
EXP_IX__VIII_03               ,2045        ,      100.00
EXP_IX__VIII_03               ,2046        ,      100.00
EXP_IX__VIII_03               ,2047        ,      100.00
EXP_IX__VIII_03               ,2048        ,      100.00
EXP_IX__VIII_03               ,2049        ,      100.00
EXP_IX__VIII_03               ,2050        ,      100.00
EXP_VIII__X-XIV_03            ,2017        ,        0.00
EXP_VIII__X-XIV_03            ,2018        ,        0.00
EXP_VIII__X-XIV_03            ,2019        ,        0.00
EXP_VIII__X-XIV_03            ,2020        ,        0.00
EXP_VIII__X-XIV_03            ,2021        ,        0.00
EXP_VIII__X-XIV_03            ,2022        ,        0.00
EXP_VIII__X-XIV_03            ,2023        ,        0.00
EXP_VIII__X-XIV_03            ,2024        ,        0.00
EXP_VIII__X-XIV_03            ,2025        ,        0.00
EXP_VIII__X-XIV_03            ,2026        ,        0.00
EXP_VIII__X-XIV_03            ,2027        ,        0.00
EXP_VIII__X-XIV_03            ,2028        ,        0.00
EXP_VIII__X-XIV_03            ,2029        ,        0.00
EXP_VIII__X-XIV_03            ,2030        ,        0.00
EXP_VIII__X-XIV_03            ,2031        ,        0.00
EXP_VIII__X-XIV_03            ,2032        ,        0.00
EXP_VIII__X-XIV_03            ,2033        ,        0.00
EXP_VIII__X-XIV_03            ,2034        ,        0.00
EXP_VIII__X-XIV_03            ,2035        ,        0.00
EXP_VIII__X-XIV_03            ,2036        ,        0.00
EXP_VIII__X-XIV_03            ,2037        ,        0.00
EXP_VIII__X-XIV_03            ,2038        ,        0.00
EXP_VIII__X-XIV_03            ,2039        ,        0.00
EXP_VIII__X-XIV_03            ,2040        ,      133.00
EXP_VIII__X-XIV_03            ,2041        ,      133.00
EXP_VIII__X-XIV_03            ,2042        ,      133.00
EXP_VIII__X-XIV_03            ,2043        ,      133.00
EXP_VIII__X-XIV_03            ,2044        ,      133.00
EXP_VIII__X-XIV_03            ,2045        ,      133.00
EXP_VIII__X-XIV_03            ,2046        ,      133.00
EXP_VIII__X-XIV_03            ,2047        ,      133.00
EXP_VIII__X-XIV_03            ,2048        ,      133.00
EXP_VIII__X-XIV_03            ,2049        ,      133.00
EXP_VIII__X-XIV_03            ,2050        ,      133.00
EXP_IX__X-XIV_03              ,2017        ,        0.00
EXP_IX__X-XIV_03              ,2018        ,        0.00
EXP_IX__X-XIV_03              ,2019        ,        0.00
EXP_IX__X-XIV_03              ,2020        ,        0.00
EXP_IX__X-XIV_03              ,2021        ,        0.00
EXP_IX__X-XIV_03              ,2022        ,        0.00
EXP_IX__X-XIV_03              ,2023        ,        0.00
EXP_IX__X-XIV_03              ,2024        ,        0.00
EXP_IX__X-XIV_03              ,2025        ,        0.00
EXP_IX__X-XIV_03              ,2026        ,        0.00
EXP_IX__X-XIV_03              ,2027        ,        0.00
EXP_IX__X-XIV_03              ,2028        ,        0.00
EXP_IX__X-XIV_03              ,2029        ,        0.00
EXP_IX__X-XIV_03              ,2030        ,        0.00
EXP_IX__X-XIV_03              ,2031        ,        0.00
EXP_IX__X-XIV_03              ,2032        ,        0.00
EXP_IX__X-XIV_03              ,2033        ,        0.00
EXP_IX__X-XIV_03              ,2034        ,        0.00
EXP_IX__X-XIV_03              ,2035        ,        0.00
EXP_IX__X-XIV_03              ,2036        ,        0.00
EXP_IX__X-XIV_03              ,2037        ,        0.00
EXP_IX__X-XIV_03              ,2038        ,        0.00
EXP_IX__X-XIV_03              ,2039        ,        0.00
EXP_IX__X-XIV_03              ,2040        ,        0.00
EXP_IX__X-XIV_03              ,2041        ,        0.00
EXP_IX__X-XIV_03              ,2042        ,       67.00
EXP_IX__X-XIV_03              ,2043        ,       67.00
EXP_IX__X-XIV_03              ,2044        ,       67.00
EXP_IX__X-XIV_03              ,2045        ,       67.00
EXP_IX__X-XIV_03              ,2046        ,       67.00
EXP_IX__X-XIV_03              ,2047        ,       67.00
EXP_IX__X-XIV_03              ,2048        ,       67.00
EXP_IX__X-XIV_03              ,2049        ,       67.00
EXP_IX__X-XIV_03              ,2050        ,       67.00
EXP_II-III__SING_03           ,2017        ,        0.00
EXP_II-III__SING_03           ,2018        ,        0.00
EXP_II-III__SING_03           ,2019        ,        0.00
EXP_II-III__SING_03           ,2020        ,        0.00
EXP_II-III__SING_03           ,2021        ,        0.00
EXP_II-III__SING_03           ,2022        ,        0.00
EXP_II-III__SING_03           ,2023        ,        0.00
EXP_II-III__SING_03           ,2024        ,        0.00
EXP_II-III__SING_03           ,2025        ,        0.00
EXP_II-III__SING_03           ,2026        ,        0.00
EXP_II-III__SING_03           ,2027        ,        0.00
EXP_II-III__SING_03           ,2028        ,        0.00
EXP_II-III__SING_03           ,2029        ,        0.00
EXP_II-III__SING_03           ,2030        ,        0.00
EXP_II-III__SING_03           ,2031        ,        0.00
EXP_II-III__SING_03           ,2032        ,        0.00
EXP_II-III__SING_03           ,2033        ,        0.00
EXP_II-III__SING_03           ,2034        ,        0.00
EXP_II-III__SING_03           ,2035        ,        0.00
EXP_II-III__SING_03           ,2036        ,        0.00
EXP_II-III__SING_03           ,2037        ,        0.00
EXP_II-III__SING_03           ,2038        ,        0.00
EXP_II-III__SING_03           ,2039        ,        0.00
EXP_II-III__SING_03           ,2040        ,        0.00
EXP_II-III__SING_03           ,2041        ,        0.00
EXP_II-III__SING_03           ,2042        ,        0.00
EXP_II-III__SING_03           ,2043        ,        0.00
EXP_II-III__SING_03           ,2044        ,        0.00
EXP_II-III__SING_03           ,2045        ,        0.00
EXP_II-III__SING_03           ,2046        ,        0.00
EXP_II-III__SING_03           ,2047        ,        0.00
EXP_II-III__SING_03           ,2048        ,        0.00
EXP_II-III__SING_03           ,2049        ,        0.00
EXP_II-III__SING_03           ,2050        ,        0.00
EXP_IV__XIII_03               ,2017        ,        0.00
EXP_IV__XIII_03               ,2018        ,        0.00
EXP_IV__XIII_03               ,2019        ,        0.00
EXP_IV__XIII_03               ,2020        ,        0.00
EXP_IV__XIII_03               ,2021        ,        0.00
EXP_IV__XIII_03               ,2022        ,        0.00
EXP_IV__XIII_03               ,2023        ,        0.00
EXP_IV__XIII_03               ,2024        ,        0.00
EXP_IV__XIII_03               ,2025        ,        0.00
EXP_IV__XIII_03               ,2026        ,        0.00
EXP_IV__XIII_03               ,2027        ,        0.00
EXP_IV__XIII_03               ,2028        ,        0.00
EXP_IV__XIII_03               ,2029        ,        0.00
EXP_IV__XIII_03               ,2030        ,        0.00
EXP_IV__XIII_03               ,2031        ,        0.00
EXP_IV__XIII_03               ,2032        ,        0.00
EXP_IV__XIII_03               ,2033        ,        0.00
EXP_IV__XIII_03               ,2034        ,        0.00
EXP_IV__XIII_03               ,2035        ,        0.00
EXP_IV__XIII_03               ,2036        ,        0.00
EXP_IV__XIII_03               ,2037        ,        0.00
EXP_IV__XIII_03               ,2038        ,        0.00
EXP_IV__XIII_03               ,2039        ,        0.00
EXP_IV__XIII_03               ,2040        ,        0.00
EXP_IV__XIII_03               ,2041        ,        0.00
EXP_IV__XIII_03               ,2042        ,        0.00
EXP_IV__XIII_03               ,2043        ,     1033.00
EXP_IV__XIII_03               ,2044        ,     1033.00
EXP_IV__XIII_03               ,2045        ,     1033.00
EXP_IV__XIII_03               ,2046        ,     1033.00
EXP_IV__XIII_03               ,2047        ,     1033.00
EXP_IV__XIII_03               ,2048        ,     1033.00
EXP_IV__XIII_03               ,2049        ,     1033.00
EXP_IV__XIII_03               ,2050        ,     1033.00
